unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,city,status,bbl,latitude,longitude,Category,Sentiment,Complaint Text,Emotion
56409654,2022-12-31 02:27:36,NYPD,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10065.0,NEW YORK,Closed,1014587504.0,40.76225419099618,-73.96002121031115,Social,Neutral,Noise - Commercial. Banging/Pounding,Neutral
56410890,2022-12-31 02:27:05,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11374.0,REGO PARK,Closed,4021130034.0,40.73088388676759,-73.85397195881608,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56412170,2022-12-31 02:26:39,NYPD,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11238.0,BROOKLYN,Closed,3011260086.0,40.67893080980579,-73.95796205328756,Political,Negative,Illegal Parking. Blocked Sidewalk,Surprise
56410408,2022-12-31 02:26:17,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211.0,BROOKLYN,Closed,3027510005.0,40.71495070597848,-73.95175288214118,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56411896,2022-12-31 02:25:43,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458.0,BRONX,Closed,2032930106.0,40.86375910563197,-73.89425149485061,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56409464,2022-12-31 02:25:42,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452.0,BRONX,Closed,2024770001.0,40.8306917289719,-73.92305697116862,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56408851,2022-12-31 02:25:38,NYPD,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10458.0,BRONX,Closed,2030770034.0,40.85687619028157,-73.88642520242954,Social,Neutral,Noise - Vehicle. Car/Truck Music,Neutral
56409039,2022-12-31 02:25:22,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10461.0,BRONX,Closed,2043280030.0,40.85482696044164,-73.85992822966526,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56409209,2022-12-31 02:25:09,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11230.0,BROOKLYN,Closed,,40.6205716050188,-73.9590002089169,Political,Negative,Illegal Parking. Commercial Overnight Parking,Neutral
56410897,2022-12-31 02:24:39,NYPD,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11238.0,BROOKLYN,Closed,3011340028.0,40.67873286943324,-73.95710411610402,Political,Negative,Illegal Parking. Blocked Sidewalk,Surprise
56410105,2022-12-31 02:24:35,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10009.0,NEW YORK,Closed,1004027501.0,40.72590019820984,-73.98319100972483,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56407847,2022-12-31 02:24:07,NYPD,Noise - Residential,Loud Talking,Residential Building/House,11418.0,RICHMOND HILL,Closed,4093020118.0,40.6969812972068,-73.83617702684863,Social,Neutral,Noise - Residential. Loud Talking,Disgust
56409561,2022-12-31 02:23:57,NYPD,Noise - Vehicle,Engine Idling,Street/Sidewalk,10314.0,STATEN ISLAND,Closed,5028000037.0,40.601628792553655,-74.19297075844655,Social,Neutral,Noise - Vehicle. Engine Idling,Neutral
56408194,2022-12-31 02:23:50,NYPD,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10019.0,NEW YORK,Closed,1010220043.0,40.76226552430428,-73.98413121587026,Social,Neutral,Noise - Vehicle. Car/Truck Music,Neutral
56411301,2022-12-31 02:23:45,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10455.0,BRONX,Closed,2027070074.0,40.816119582516095,-73.89776291680815,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56408258,2022-12-31 02:23:11,NYPD,Panhandling,,Subway,,,Closed,,40.733422018521374,-74.00290825829991,Other,Neutral,Panhandling. ,Disgust
56408819,2022-12-31 02:23:03,NYPD,Drinking,Underage - Licensed Est,Club/Bar/Restaurant,10306.0,STATEN ISLAND,Closed,5039000001.0,40.5701764283144,-74.10919992354539,Other,Neutral,Drinking. Underage - Licensed Est,Neutral
56410006,2022-12-31 02:22:45,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458.0,BRONX,Closed,2032930106.0,40.86375910563197,-73.89425149485061,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56411915,2022-12-31 02:21:51,NYPD,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11369.0,,Closed,,40.75977822341594,-73.86317469475685,Political,Negative,Illegal Parking. Blocked Crosswalk,Neutral
56410406,2022-12-31 02:21:50,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10460.0,BRONX,Closed,2031270023.0,40.84235760369674,-73.88186721874553,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56410962,2022-12-31 02:21:16,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10458.0,BRONX,Closed,2030770034.0,40.85687619028157,-73.88642520242954,Social,Negative,Blocked Driveway. No Access,Sadness
56408518,2022-12-31 02:20:33,NYPD,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11238.0,BROOKLYN,Closed,3011260086.0,40.67893080980579,-73.95796205328756,Political,Negative,Illegal Parking. Blocked Sidewalk,Surprise
56408238,2022-12-31 02:20:24,NYPD,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10036.0,,Closed,,40.75725658725952,-73.98582167954895,Social,Neutral,Noise - Vehicle. Car/Truck Music,Neutral
56411547,2022-12-31 02:20:15,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11223.0,BROOKLYN,Closed,3066500047.0,40.60364177325877,-73.97986542797591,Social,Negative,Blocked Driveway. No Access,Sadness
56410151,2022-12-31 02:20:14,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11414.0,HOWARD BEACH,Closed,4114510050.0,40.66740611464984,-73.84392406364599,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56409262,2022-12-31 02:20:01,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10301.0,STATEN ISLAND,Closed,5008360054.0,40.60972107935677,-74.09982847524667,Political,Negative,Illegal Parking. Commercial Overnight Parking,Neutral
56411852,2022-12-31 02:19:57,NYPD,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10032.0,NEW YORK,Closed,1021370021.0,40.83674740265015,-73.94347915114061,Social,Neutral,Noise - Vehicle. Car/Truck Music,Neutral
56412107,2022-12-31 02:19:34,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11224.0,BROOKLYN,Closed,3070140002.0,40.57706256952672,-73.99135684684707,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56410178,2022-12-31 02:19:21,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10467.0,BRONX,Closed,2046790056.0,40.88363823477673,-73.85782786713239,Social,Negative,Blocked Driveway. No Access,Sadness
56408695,2022-12-31 02:19:13,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11364.0,OAKLAND GARDENS,Closed,4079120050.0,40.735824187950136,-73.74628284882944,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56409578,2022-12-31 02:18:08,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372.0,JACKSON HEIGHTS,Closed,4011760038.0,40.75539598889271,-73.88699527010941,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56411111,2022-12-31 02:18:03,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11101.0,LONG ISLAND CITY,Closed,4006740019.0,40.75561270386341,-73.919537840491,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56410413,2022-12-31 02:17:25,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10459.0,BRONX,Closed,2027010136.0,40.81789091298722,-73.89888017695263,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56408939,2022-12-31 02:15:47,NYPD,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11411.0,,Closed,,40.69786774936694,-73.74302650572731,Social,Neutral,Noise - Street/Sidewalk. Loud Talking,Neutral
56408971,2022-12-31 02:15:43,NYPD,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11225.0,BROOKLYN,Closed,3050260070.0,40.66001760998396,-73.96096553336491,Social,Neutral,Noise - Street/Sidewalk. Loud Talking,Neutral
56408893,2022-12-31 02:14:37,NYPD,Noise - Commercial,Car/Truck Music,Store/Commercial,10033.0,NEW YORK,Closed,1021420244.0,40.84581890226479,-73.93857398765562,Social,Neutral,Noise - Commercial. Car/Truck Music,Neutral
56409549,2022-12-31 02:14:18,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10034.0,NEW YORK,Closed,1022420029.0,40.86879295203539,-73.921902893309,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56408268,2022-12-31 02:14:14,NYPD,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10040.0,NEW YORK,Closed,1021720004.0,40.86010355018393,-73.93100516216545,Social,Neutral,Noise - Vehicle. Car/Truck Music,Neutral
56410554,2022-12-31 02:13:42,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11106.0,ASTORIA,Closed,4005680007.0,40.76518728493743,-73.92929488790641,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56408485,2022-12-31 02:12:10,NYPD,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10472.0,BRONX,Closed,2038010036.0,40.830553469319234,-73.85388330007908,Social,Neutral,Noise - Street/Sidewalk. Loud Talking,Neutral
56411914,2022-12-31 02:11:52,NYPD,Noise - Residential,Loud Talking,Residential Building/House,10463.0,BRONX,Closed,2057950518.0,40.886428893610784,-73.91224764063459,Social,Neutral,Noise - Residential. Loud Talking,Disgust
56410724,2022-12-31 02:11:25,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103.0,ASTORIA,Closed,4006820007.0,40.76089118293551,-73.91615634714663,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56411327,2022-12-31 02:10:36,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11230.0,BROOKLYN,Closed,3065290008.0,40.62447199972818,-73.96776238212053,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56411378,2022-12-31 02:10:30,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032.0,NEW YORK,Closed,1021110083.0,40.8388111804014,-73.93767696356736,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56408226,2022-12-31 02:09:57,DSNY,Obstruction,Trash or Recycling,Street,11372.0,JACKSON HEIGHTS,Closed,4014527501.0,40.75462487750684,-73.8764607025274,Other,Neutral,Obstruction. Trash or Recycling,Disgust
56411326,2022-12-31 02:09:55,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10306.0,STATEN ISLAND,Closed,5039000001.0,40.5701764283144,-74.10919992354539,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56408435,2022-12-31 02:09:45,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10460.0,BRONX,Closed,2031110040.0,40.84775093956182,-73.88456126091586,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56409078,2022-12-31 02:09:30,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10029.0,NEW YORK,Closed,1016260001.0,40.78732340806025,-73.94988040123232,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56410732,2022-12-31 02:09:19,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11435.0,JAMAICA,Closed,4096650001.0,40.711625228323726,-73.81827873600422,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56409698,2022-12-31 02:09:12,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11420.0,SOUTH OZONE PARK,Closed,4118640013.0,40.667075008685146,-73.8099327169086,Political,Negative,Illegal Parking. Commercial Overnight Parking,Neutral
56410836,2022-12-31 02:08:58,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11423.0,HOLLIS,Closed,4103520145.0,40.7102756504471,-73.77105212256362,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56409017,2022-12-31 02:08:31,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10026.0,NEW YORK,Closed,1015960001.0,40.798524372763545,-73.94923990466899,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56408923,2022-12-31 02:08:08,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013.0,NEW YORK,Closed,1005950072.0,40.72599986071974,-74.00930106064614,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56411443,2022-12-31 02:08:06,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10468.0,BRONX,Closed,2032120005.0,40.860224099356856,-73.90720655720709,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56411638,2022-12-31 02:07:59,DHS,Homeless Person Assistance,,Subway,,,Closed,,40.69225808924087,-73.98664325277377,Social,Neutral,Homeless Person Assistance. ,Neutral
56410559,2022-12-31 02:07:14,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452.0,BRONX,Closed,2024760074.0,40.828922074250734,-73.92409246173344,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56404310,2022-12-31 02:06:52,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10451.0,BRONX,Closed,2023827501.0,40.8232816592951,-73.91244292227657,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56399983,2022-12-31 02:06:43,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10031.0,NEW YORK,Closed,1019880123.0,40.82008301428814,-73.95297732607258,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56399786,2022-12-31 02:06:37,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11224.0,BROOKLYN,Closed,3070070001.0,40.57632453624501,-73.99879767544769,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56410642,2022-12-31 02:06:08,DOB,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,10018.0,NEW YORK,Closed,1007610066.0,40.75570380783287,-73.99460745496638,Other,Neutral,General Construction/Plumbing. Egress - Doors Locked/Blocked/Improper/No Secondary Means,Neutral
56399652,2022-12-31 02:06:02,DSNY,Missed Collection,Trash,Street,10473.0,BRONX,Closed,2034830068.0,40.81418315973447,-73.8490060445962,Economic,Negative,Missed Collection. Trash,Neutral
56411542,2022-12-31 02:05:00,DOT,Traffic Signal Condition,Controller,,,,Assigned,,,,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56399592,2022-12-31 02:04:48,NYPD,Noise - Commercial,Loud Music/Party,Store/Commercial,10459.0,BRONX,Closed,2026970031.0,40.82101033092601,-73.89737603659266,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56404602,2022-12-31 02:04:19,NYPD,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11205.0,BROOKLYN,Closed,3019330102.0,40.68995736402099,-73.96022682426147,Political,Negative,Illegal Parking. Parking Permit Improper Use,Neutral
56409084,2022-12-31 02:04:12,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226.0,BROOKLYN,Closed,3049470001.0,40.64324760961693,-73.94858690614316,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56408439,2022-12-31 02:04:12,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11226.0,BROOKLYN,Closed,3049470001.0,40.64324760961693,-73.94858690614316,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56402870,2022-12-31 02:04:11,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11225.0,BROOKLYN,Closed,3050240001.0,40.66075108798992,-73.96284296030124,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56406702,2022-12-31 02:03:44,NYPD,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11419.0,SOUTH RICHMOND HILL,Closed,4093950012.0,40.68989507733405,-73.83480616117501,Political,Negative,Illegal Parking. Blocked Crosswalk,Neutral
56405390,2022-12-31 02:03:23,NYPD,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11213.0,BROOKLYN,Closed,3013430013.0,40.67648006895841,-73.93038396436965,Social,Neutral,Noise - Vehicle. Car/Truck Music,Neutral
56403102,2022-12-31 02:03:22,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10453.0,BRONX,Closed,2032160048.0,40.855322106090505,-73.91074151524113,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56407373,2022-12-31 02:03:13,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11434.0,JAMAICA,Closed,4122250048.0,40.68312858062484,-73.787586639247,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56410542,2022-12-31 02:03:07,DOB,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10014.0,NEW YORK,Closed,1006120065.0,40.73528848651591,-74.00054125429854,Other,Positive,Special Projects Inspection Team (SPIT). Illegal Hotel Rooms In Residential Building,Anger
56402500,2022-12-31 02:03:06,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11221.0,BROOKLYN,Closed,3016580024.0,40.68613837914888,-73.92513839951133,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56399776,2022-12-31 02:02:58,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11370.0,EAST ELMHURST,Closed,4009720060.0,40.77003183319044,-73.89367105434357,Social,Negative,Blocked Driveway. Partial Access,Neutral
56401127,2022-12-31 02:02:54,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10029.0,NEW YORK,Closed,1016840001.0,40.7957909619381,-73.93864904247286,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56404537,2022-12-31 02:02:54,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11109.0,LONG ISLAND CITY,Closed,4000210020.0,40.74806813205304,-73.95666969367451,Social,Neutral,Noise - Street/Sidewalk. Loud Music/Party,Neutral
56401233,2022-12-31 02:02:24,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214.0,BROOKLYN,Closed,3068790080.0,40.59421745379715,-73.98985311829956,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56402183,2022-12-31 02:02:18,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10033.0,NEW YORK,Closed,1021320021.0,40.84637632367179,-73.93404825809533,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56406544,2022-12-31 02:01:57,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11216.0,BROOKLYN,Closed,3018500037.0,40.68023254327992,-73.94645645386848,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56406418,2022-12-31 02:01:22,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234.0,BROOKLYN,Closed,3085190049.0,40.60847373704389,-73.93244291320975,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56408614,2022-12-31 02:01:08,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002.0,NEW YORK,Closed,1003100040.0,40.71575090506526,-73.9903793194833,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56404113,2022-12-31 02:01:02,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419.0,SOUTH RICHMOND HILL,Closed,4093950012.0,40.68989507733405,-73.83480616117501,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56409333,2022-12-31 02:00:47,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10026.0,NEW YORK,Closed,1018260013.0,40.79985020922927,-73.95626035371505,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56411346,2022-12-31 02:00:46,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002.0,NEW YORK,Closed,1003100040.0,40.71575090506526,-73.9903793194833,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56405375,2022-12-31 02:00:28,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10451.0,BRONX,Closed,2023197501.0,40.80994353840074,-73.93033829019,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56403760,2022-12-31 02:00:16,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10460.0,BRONX,Closed,2031270023.0,40.84235760369674,-73.88186721874553,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56405010,2022-12-31 02:00:16,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11368.0,CORONA,Closed,4019460001.0,40.73716741252909,-73.85899921833276,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56401232,2022-12-31 02:00:10,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11220.0,,Closed,,40.64880003811811,-74.01342372457758,Social,Negative,Blocked Driveway. No Access,Sadness
56401655,2022-12-31 01:59:04,NYPD,Noise - Commercial,Loud Music/Party,Store/Commercial,11237.0,BROOKLYN,Closed,3033280008.0,40.69923983004887,-73.91428641870384,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56403283,2022-12-31 01:59:00,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10468.0,BRONX,Closed,2033190064.0,40.87146871410207,-73.89103567548761,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56404545,2022-12-31 01:58:54,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11427.0,QUEENS VILLAGE,Closed,4105780030.0,40.72212422475148,-73.75093116845278,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56402349,2022-12-31 01:58:00,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,10453.0,BRONX,Closed,2028290062.0,40.85225834176688,-73.90642604883837,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56408641,2022-12-31 01:57:57,HPD,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10467.0,BRONX,Closed,2043430001.0,40.85828493776076,-73.86657984952696,Social,Neutral,PAINT/PLASTER. WALL,Neutral
56411417,2022-12-31 01:57:57,HPD,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467.0,BRONX,Closed,2043430001.0,40.85828493776076,-73.86657984952696,Social,Neutral,UNSANITARY CONDITION. MOLD,Neutral
56407779,2022-12-31 01:57:57,HPD,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10467.0,BRONX,Closed,2043430001.0,40.85828493776076,-73.86657984952696,Political,Neutral,GENERAL. BELL/BUZZER/INTERCOM,Neutral
56409594,2022-12-31 01:57:49,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458.0,BRONX,Closed,2030890001.0,40.85217696517725,-73.88612959119928,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56411609,2022-12-31 01:57:45,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002.0,NEW YORK,Closed,1003100040.0,40.71575090506526,-73.9903793194833,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56408597,2022-12-31 01:57:44,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11207.0,BROOKLYN,Closed,3038860119.0,40.68102179726205,-73.89339835315747,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56403222,2022-12-31 01:57:23,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11368.0,CORONA,Closed,4017840006.0,40.7524793621194,-73.85594943506246,Social,Negative,Blocked Driveway. No Access,Sadness
56403752,2022-12-31 01:57:20,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,10468.0,BRONX,Closed,2032040040.0,40.86489286589889,-73.90065255960958,Social,Negative,Blocked Driveway. Partial Access,Neutral
56405278,2022-12-31 01:57:16,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10453.0,BRONX,Closed,2032210047.0,40.855504654218926,-73.91256678757732,Social,Negative,Blocked Driveway. No Access,Sadness
56403292,2022-12-31 01:57:05,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10462.0,BRONX,Closed,,40.85286051263585,-73.86581356042619,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56401385,2022-12-31 01:56:32,DHS,Homeless Person Assistance,,Subway,,,Closed,,40.61661952306893,-74.03087949333364,Social,Neutral,Homeless Person Assistance. ,Neutral
56400229,2022-12-31 01:55:51,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11206.0,BROOKLYN,Closed,3031060001.0,40.7030944020687,-73.94217146011873,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56402680,2022-12-31 01:55:44,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11223.0,BROOKLYN,Closed,3071940028.0,40.58906497409391,-73.97090467504073,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56407447,2022-12-31 01:55:40,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218.0,BROOKLYN,Closed,3053260034.0,40.64613333492579,-73.97699139424019,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56400157,2022-12-31 01:55:20,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11420.0,SOUTH OZONE PARK,Closed,4118390046.0,40.66695462074111,-73.82397326189546,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56400557,2022-12-31 01:55:19,NYPD,Illegal Fireworks,,Residential Building/House,11223.0,BROOKLYN,Closed,3066790012.0,40.60367882584476,-73.97314188472134,Social,Negative,Illegal Fireworks. ,Fear
56407433,2022-12-31 01:55:19,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11356.0,COLLEGE POINT,Closed,4042020033.0,40.77970202900019,-73.84153049463013,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56399404,2022-12-31 01:55:07,TLC,Taxi Complaint,Driver Complaint - Passenger,Street,10065.0,,Closed,,40.76796855112072,-73.96821639187009,Other,Negative,Taxi Complaint. Driver Complaint - Passenger,Anger
56400156,2022-12-31 01:54:54,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031.0,NEW YORK,Closed,1020980029.0,40.83053800214402,-73.9474629204541,Social,Neutral,Noise - Street/Sidewalk. Loud Music/Party,Neutral
56403089,2022-12-31 01:54:50,NYPD,Noise - Residential,Loud Television,Residential Building/House,11221.0,BROOKLYN,Closed,3016290001.0,40.6876366121506,-73.93832307109463,Social,Neutral,Noise - Residential. Loud Television,Neutral
56408988,2022-12-31 01:54:49,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10452.0,BRONX,Closed,2028720029.0,40.84165233606424,-73.92044573265363,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56411862,2022-12-31 01:54:48,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11226.0,BROOKLYN,Closed,3050630027.0,40.65409977261428,-73.9607023020435,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56399576,2022-12-31 01:54:11,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10452.0,BRONX,Closed,2028567501.0,40.83871434541044,-73.91879404623288,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56400349,2022-12-31 01:54:04,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11235.0,BROOKLYN,Closed,3074620040.0,40.58597058477636,-73.95165164863744,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
